"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"2725","Abcc8","ENSMUSG00000040136","protein_coding","protein_coding",FALSE
"2726","Abcc9","ENSMUSG00000030249","protein_coding","protein_coding",FALSE
"2727","Abcd1","ENSMUSG00000031378","protein_coding","protein_coding",FALSE
"2728","Abcd2","ENSMUSG00000055782","protein_coding","protein_coding",FALSE
"2729","Abcd3","ENSMUSG00000028127","protein_coding","protein_coding",FALSE
"2730","Abcd4","ENSMUSG00000021240","protein_coding","protein_coding",FALSE
"2731","Abce1","ENSMUSG00000058355","protein_coding","protein_coding",FALSE
"2732","Abcf1","ENSMUSG00000038762","protein_coding","protein_coding",FALSE
"2733","Abcf2","ENSMUSG00000028953","protein_coding","protein_coding",FALSE
"2734","Abcf3","ENSMUSG00000003234","protein_coding","protein_coding",FALSE
"2735","Abcg1","ENSMUSG00000024030","protein_coding","protein_coding",FALSE
"2736","Abcg2","ENSMUSG00000029802","protein_coding","protein_coding",FALSE
"2737","Abcg3","ENSMUSG00000029299","protein_coding","protein_coding",FALSE
"2738","Abcg4","ENSMUSG00000032131","protein_coding","protein_coding",FALSE
"2739","Abcg5","ENSMUSG00000040505","protein_coding","protein_coding",FALSE
"2740","Abcg8","ENSMUSG00000024254","protein_coding","protein_coding",FALSE
"2741","Abhd1","ENSMUSG00000006638","polymorphic_pseudogene","polymorphic_pseudogene",FALSE
"2742","Abhd10","ENSMUSG00000033157","protein_coding","protein_coding",FALSE
"2743","Abhd11","ENSMUSG00000040532","protein_coding","protein_coding",FALSE
"2744","Abhd11os","ENSMUSG00000085042","transcribed_unitary_pseudogene","transcribed_unitary_pseudogene",FALSE
"2745","Abhd12","ENSMUSG00000032046","protein_coding","protein_coding",FALSE
"2746","Abhd12b","ENSMUSG00000090121","protein_coding","protein_coding",FALSE
"2747","Abhd13","ENSMUSG00000040396","protein_coding","protein_coding",FALSE
"2748","Abhd14a","ENSMUSG00000042210","protein_coding","protein_coding",FALSE
"2749","Abhd14b","ENSMUSG00000042073","protein_coding","protein_coding",FALSE
"2750","Abhd15","ENSMUSG00000000686","protein_coding","protein_coding",FALSE
"2751","Abhd16a","ENSMUSG00000007036","protein_coding","protein_coding",FALSE
"2752","Abhd16b","ENSMUSG00000055882","protein_coding","protein_coding",FALSE
"2753","Abhd17a","ENSMUSG00000003346","protein_coding","protein_coding",FALSE
"2754","Abhd17b","ENSMUSG00000047368","protein_coding","protein_coding",FALSE
"2755","Abhd17c","ENSMUSG00000038459","protein_coding","protein_coding",FALSE
"2756","Abhd18","ENSMUSG00000037818","protein_coding","protein_coding",FALSE
"2757","Abhd2","ENSMUSG00000039202","protein_coding","protein_coding",FALSE
"2758","Abhd3","ENSMUSG00000002475","protein_coding","protein_coding",FALSE
"2759","Abhd4","ENSMUSG00000040997","protein_coding","protein_coding",FALSE
"2760","Abhd5","ENSMUSG00000032540","protein_coding","protein_coding",FALSE
"2761","Abhd6","ENSMUSG00000025277","protein_coding","protein_coding",FALSE
"2762","Abhd8","ENSMUSG00000007950","protein_coding","protein_coding",FALSE
"2763","Abi1","ENSMUSG00000058835","protein_coding","protein_coding",FALSE
"2764","Abi2","ENSMUSG00000026782","protein_coding","protein_coding",FALSE
"2765","Abi3","ENSMUSG00000018381","protein_coding","protein_coding",FALSE
"2766","Abi3bp","ENSMUSG00000035258","protein_coding","protein_coding",FALSE
"2767","Abitram","ENSMUSG00000038827","protein_coding","protein_coding",FALSE
"2768","Abl1","ENSMUSG00000026842","protein_coding","protein_coding",FALSE
"2769","Abl2","ENSMUSG00000026596","protein_coding","protein_coding",FALSE
"2770","Ablim1","ENSMUSG00000025085","protein_coding","protein_coding",FALSE
"2771","Ablim2","ENSMUSG00000029095","protein_coding","protein_coding",FALSE
